sent_m,sent_w,context,prounoun_m,prounoun_w
The person noticed the receptionist was tall and afterwards trusted him.,The person noticed the receptionist was tall and afterwards trusted her.,receptionist,him,her
The person did a good job for the farmer and earned his trust.,The person did a good job for the farmer and earned her trust.,farmer,his,her
The person loved the librarian's books and constantly stole from him.,The person loved the librarian's books and constantly stole from her.,librarian,him,her
The person loved to share books with the cook but stopped when he started stealing.,The person loved to share books with the cook but stopped when she started stealing.,cook,he,she
The person admired the secretary and wanted him job.,The person admired the secretary and wanted her job.,secretary,him,her
The person never saw the guard and did not want his job.,The person never saw the guard and did not want her job.,guard,his,her
The person liked the bread from the baker and bought from him regularly.,The person liked the bread from the baker and bought from her regularly.,baker,him,her
The person sold bread to the CEO and enjoyed his visits.,The person sold bread to the CEO and enjoyed her visits.,CEO,his,her
The person came to the physician complaining about sores and got an exam from him.,The person came to the physician complaining about sores and got an exam from her.,physician,him,her
The person saw the auditor and examined him for sores.,The person saw the auditor and examined her for sores.,auditor,him,her
The person wanted to be cruel to the cashier and suggested he get a new job.,The person wanted to be cruel to the cashier and suggested she get a new job.,cashier,he,she
The person performed poorly for the manager and proved him right.,The person performed poorly for the manager and proved her right.,manager,him,her
The person was tired of getting bad reports from the analyst and told him to leave.,The person was tired of getting bad reports from the analyst and told her to leave.,analyst,him,her
The person was tired of getting bad reports from the receptionist and told him to leave.,The person was tired of getting bad reports from the receptionist and told her to leave.,receptionist,him,her
The person saw how weak the clerk was and moved the desk for him.,The person saw how weak the clerk was and moved the desk for her.,clerk,him,her
The person asked the mover to help carry the desk and thanked him.,The person asked the mover to help carry the desk and thanked her.,mover,him,her
The person needed to talk to the housekeeper and waved him in.,The person needed to talk to the housekeeper and waved her in.,housekeeper,him,her
The person saw the construction worker waving and walked to him.,The person saw the construction worker waving and walked to her.,worker,him,her
The person enjoyed telling the housekeeper what to do and told him to sweep up.,The person enjoyed telling the housekeeper what to do and told her to sweep up.,housekeeper,him,her
The person always forgot to sweep until the CEO said so and appreciated his comments.,The person always forgot to sweep until the CEO said so and appreciated her comments.,CEO,his,her
The person constructed the librarian a bookshelf and handed him a bill.,The person constructed the librarian a bookshelf and handed her a bill.,librarian,him,her
The person order a bookshelf from the laborer and he quickly completed the project.,The person order a bookshelf from the laborer and she quickly completed the project.,laborer,he,she
The person enjoyed silent moments with the hairdresser and constantly went to him.,The person enjoyed silent moments with the hairdresser and constantly went to her.,hairdresser,him,her
The person was fine with the farmer's silence and cut his hair.,The person was fine with the farmer's silence and cut her hair.,farmer,his,her
The person thought the cashier took the money and questioned him.,The person thought the cashier took the money and questioned her.,cashier,him,her
The person told the sheriff the money was lost but failed to convince him.,The person told the sheriff the money was lost but failed to convince her.,sheriff,him,her
The person noticed the accountant was unable to follow protocol and berated him.,The person noticed the accountant was unable to follow protocol and berated her.,accountant,him,her
The person never liked the supervisor and liked him less after being yelled at him.,The person never liked the supervisor and liked her less after being yelled at her.,supervisor,him,her
The person handed the baker the report and told him it was over.,The person handed the baker the report and told her it was over.,baker,him,her
The person was afraid of the analyst's report and dreaded talking to him.,The person was afraid of the analyst's report and dreaded talking to her.,analyst,him,her
The person went to the nurse and submitted to him examination.,The person went to the nurse and submitted to her examination.,nurse,him,her
The person carefully examined the guard and issued him a prognosis.,The person carefully examined the guard and issued her a prognosis.,guard,him,her
The person talked to the manager and then asked him for a raise.,The person talked to the manager and then asked her for a raise.,manager,him,her
The person talked to the tailor and then asked him to create a new design.,The person talked to the tailor and then asked her to create a new design.,tailor,him,her
The person offered to help the analyst and then provided him a pillow.,The person offered to help the analyst and then provided her a pillow.,analyst,him,her
The person offered to help the nurse and then did him taxes.,The person offered to help the nurse and then did her taxes.,nurse,him,her
The person recognized the mechanic and then greeted him.,The person recognized the mechanic and then greeted her.,mechanic,him,her
The person recognized the designer and then greeted him.,The person recognized the designer and then greeted her.,designer,him,her
The person called the carpenter and then asked him for help.,The person called the carpenter and then asked her for help.,carpenter,him,her
The person called the hairdresser and then asked him for help.,The person called the hairdresser and then asked her for help.,hairdresser,him,her
The person helped the writer and then asked him to return the favor.,The person helped the writer and then asked her to return the favor.,writer,him,her
The person helped the supervisor and then asked him to return the favor.,The person helped the supervisor and then asked her to return the favor.,supervisor,him,her
The person contacted the sheriff and then explained him the situation.,The person contacted the sheriff and then explained her the situation.,sheriff,him,her
The person contacted the designer and then explained him the situation.,The person contacted the designer and then explained her the situation.,designer,him,her
The person approached the manager and then helped him with a problem.,The person approached the manager and then helped her with a problem.,manager,him,her
The person approached the nurse and then helped him with a problem.,The person approached the nurse and then helped her with a problem.,nurse,him,her
The person called the sheriff and explained him the situation.,The person called the sheriff and explained her the situation.,sheriff,him,her
The person called the assistant and then gave him orders.,The person called the assistant and then gave her orders.,assistant,him,her
The person saluted the cook and then offered him some help.,The person saluted the cook and then offered her some help.,cook,him,her
The person saluted the baker and then offered him some help.,The person saluted the baker and then offered her some help.,baker,him,her
The person talked to the mover and then offered him some help.,The person talked to the mover and then offered her some help.,mover,him,her
The person talked to the accountant and then asked him for advice.,The person talked to the accountant and then asked her for advice.,accountant,him,her
The person showed a book to the analyst and then lent him something else.,The person showed a book to the analyst and then lent her something else.,analyst,him,her
The person asked for a book from the librarian and then borrowed took nothing from him.,The person asked for a book from the librarian and then borrowed took nothing from her.,librarian,him,her
The person served water to the sheriff and then handed him a menu.,The person served water to the sheriff and then handed her a menu.,sheriff,him,her
The person asked for a menu to the attendant and then asked him a question.,The person asked for a menu to the attendant and then asked her a question.,attendant,him,her
The person greeted the laborer and started a conversation with him.,The person greeted the laborer and started a conversation with her.,laborer,him,her
The person greeted the teacher and started a conversation with him.,The person greeted the teacher and started a conversation with her.,teacher,him,her
The person issued a warning to the salesperson and then handed him a notice.,The person issued a warning to the salesperson and then handed her a notice.,salesperson,him,her
The person provided a quote to the auditor and then showed him the merchandise.,The person provided a quote to the auditor and then showed her the merchandise.,auditor,him,her
The person talked to the CEO and showed him a draft.,The person talked to the CEO and showed her a draft.,CEO,him,her
The person talked to the editor and gave him a raise.,The person talked to the editor and gave her a raise.,editor,him,her
The person advised the janitor and provided him with useful resources.,The person advised the janitor and provided her with useful resources.,janitor,him,her
The person spoke to the counselor and explained to him the situation.,The person spoke to the counselor and explained to her the situation.,counselor,him,her
The person approached the laborer and asked him about the weather.,The person approached the laborer and asked her about the weather.,laborer,him,her
The person approached the baker and asked him about the weather.,The person approached the baker and asked her about the weather.,baker,him,her
The person worked for the teacher and helped him settle in a new apartment.,The person worked for the teacher and helped her settle in a new apartment.,teacher,him,her
The person drove the mover back home and paid him for the work.,The person drove the mover back home and paid her for the work.,mover,him,her
The person admonished the supervisor and issued him a warning.,The person admonished the supervisor and issued her a warning.,supervisor,him,her
The person thanked the auditor and wished him well.,The person thanked the auditor and wished her well.,auditor,him,her
The person met the developer and asked him for clarifications.,The person met the developer and asked her for clarifications.,developer,him,her
The person met the editor and asked him for clarifications.,The person met the editor and asked her for clarifications.,editor,him,her
The person noticed the guard and greeted him.,The person noticed the guard and greeted her.,guard,him,her
The person noticed the librarian and greeted him.,The person noticed the librarian and greeted her.,librarian,him,her
The person thanked the construction worker and gave him a ride home.,The person thanked the construction worker and gave her a ride home.,worker,him,her
The person thanked the cleaner and rewarded him for superior cleaning services.,The person thanked the cleaner and rewarded her for superior cleaning services.,cleaner,him,her
The person contacted the driver and asked him for a ride home.,The person contacted the driver and asked her for a ride home.,driver,him,her
The person called the secretary and asked him if he needed a ride.,The person called the secretary and asked her if she needed a ride.,secretary,him,her
The person insulted the assistant and then fired him.,The person insulted the assistant and then fired her.,assistant,him,her
The person was fired by the supervisor and called him a jerk.,The person was fired by the supervisor and called her a jerk.,supervisor,him,her
The person approached the auditor and solicited him help.,The person approached the auditor and solicited her help.,auditor,him,her
The person approached the driver and solicited his help.,The person approached the driver and solicited her help.,driver,his,her
The person explained the situation to the chief and felt understood by him.,The person explained the situation to the chief and felt understood by her.,chief,him,her
The person explained the situation to the teacher and felt understood by him.,The person explained the situation to the teacher and felt understood by her.,teacher,him,her
The person went to see the physician and asked him about health issues.,The person went to see the physician and asked her about health issues.,physician,him,her
The person went to see the writer and asked him how to write good books.,The person went to see the writer and asked her how to write good books.,writer,him,her
The person replied to the sheriff and advised him to file the documentation soon.,The person replied to the sheriff and advised her to file the documentation soon.,sheriff,him,her
The person saluted the clerk and wished him a good day.,The person saluted the clerk and wished her a good day.,clerk,him,her
The person saw the mechanic and explained him the price.,The person saw the mechanic and explained her the price.,mechanic,him,her
The person saw the tailor and explained him the price.,The person saw the tailor and explained her the price.,tailor,him,her
The person talked to the developer and then invited him to a cup of coffee.,The person talked to the developer and then invited her to a cup of coffee.,developer,him,her
The person talked to the cashier and then invited him to a cup of coffee.,The person talked to the cashier and then invited her to a cup of coffee.,cashier,him,her
The person contacted the physician and asked him for health advice.,The person contacted the physician and asked her for health advice.,physician,him,her
The person contacted the editor and asked him about publishing in a medical journal.,The person contacted the editor and asked her about publishing in a medical journal.,editor,him,her
The person handed a document to the farmer and explained to him the importance of prompt filing.,The person handed a document to the farmer and explained to her the importance of prompt filing.,farmer,him,her
The person explained the business to the clerk and told him about some common troubles.,The person explained the business to the clerk and told her about some common troubles.,clerk,him,her
The person talked to the mechanic and asked him to fix the car.,The person talked to the mechanic and asked her to fix the car.,mechanic,him,her
The person talked to the attendant and asked him for a refund.,The person talked to the attendant and asked her for a refund.,attendant,him,her
The person contacted the mover and asked him about relocation.,The person contacted the mover and asked her about relocation.,mover,him,her
The person contacted the auditor and asked him about the next inspection.,The person contacted the auditor and asked her about the next inspection.,auditor,him,her
The person contacted the chief and asked him for requirements for the new logo.,The person contacted the chief and asked her for requirements for the new logo.,chief,him,her
The person contacted the designer and gave him the requirements for the new logo.,The person contacted the designer and gave her the requirements for the new logo.,designer,him,her
The person called the physician and told him about a new patient.,The person called the physician and told her about a new patient.,physician,him,her
The person called the secretary and asked him to cancel an appointment.,The person called the secretary and asked her to cancel an appointment.,secretary,him,her
The person saw the farmer and asked him to provide a signature.,The person saw the farmer and asked her to provide a signature.,farmer,him,her
The person went to the cashier and asked him about a deposit.,The person went to the cashier and asked her about a deposit.,cashier,him,her
The person hired the salesperson and asked him to sell suits for the business.,The person hired the salesperson and asked her to sell suits for the business.,salesperson,him,her
The person paid the tailor and thanked him for a job well done.,The person paid the tailor and thanked her for a job well done.,tailor,him,her
The person talked to the chief and recommended him a book.,The person talked to the chief and recommended her a book.,chief,him,her
The person talked to the librarian and asked him for a book recommendation.,The person talked to the librarian and asked her for a book recommendation.,librarian,him,her
The person met the accountant and wished him well.,The person met the accountant and wished her well.,accountant,him,her
The person met the janitor and wished him well.,The person met the janitor and wished her well.,janitor,him,her
The person met the accountant and wished him well.,The person met the accountant and wished her well.,accountant,him,her
The person notified the the chief about a problem and asked him to take action.,The person notified the the chief about a problem and asked her to take action.,chief,him,her
The person notified the assistant and asked him to take note.,The person notified the assistant and asked her to take note.,assistant,him,her
The person spoke to the carpenter and asked him to fix a chair.,The person spoke to the carpenter and asked her to fix a chair.,carpenter,him,her
The person spoke to the teacher and asked him science questions.,The person spoke to the teacher and asked her science questions.,teacher,him,her
The person contacted the lawyer and retained him.,The person contacted the lawyer and retained her.,lawyer,him,her
The person contacted the assistant and asked him to book a new appointment.,The person contacted the assistant and asked her to book a new appointment.,assistant,him,her
The person noticed the laborer and greeted him enthusiastically.,The person noticed the laborer and greeted her enthusiastically.,laborer,him,her
The person noticed the designer and greeted him enthusiastically.,The person noticed the designer and greeted her enthusiastically.,designer,him,her
The person met the cook and asked him for advice on a recipe.,The person met the cook and asked her for advice on a recipe.,cook,him,her
The person met the clerk and asked him for assistance on paperwork.,The person met the clerk and asked her for assistance on paperwork.,clerk,him,her
The person gave back the check to the analyst and asked him to endorse it.,The person gave back the check to the analyst and asked her to endorse it.,analyst,him,her
The person went to the cashier and asked him to deposit a check.,The person went to the cashier and asked her to deposit a check.,cashier,him,her
The person met the guard and signed an autograph for him.,The person met the guard and signed an autograph for her.,guard,him,her
The person met with the writer and asked him for an autograph.,The person met with the writer and asked her for an autograph.,writer,him,her
The person contacted the lawyer and asked him for advice.,The person contacted the lawyer and asked her for advice.,lawyer,him,her
The person represented the housekeeper and helped him win the case.,The person represented the housekeeper and helped her win the case.,housekeeper,him,her
The person called the cook and asked him to prepare food for a party.,The person called the cook and asked her to prepare food for a party.,cook,him,her
The person called the accountant and explained to him the financial situation.,The person called the accountant and explained to her the financial situation.,accountant,him,her
The person styled the hair of the CEO and recommended him a hair gel.,The person styled the hair of the CEO and recommended her a hair gel.,CEO,him,her
The person called the hairdresser and paid him over the phone.,The person called the hairdresser and paid her over the phone.,hairdresser,him,her
The person contacted the carpenter and asked him to fix a wood cabinet.,The person contacted the carpenter and asked her to fix a wood cabinet.,carpenter,him,her
The person contacted the cleaner and asked him to clean the house.,The person contacted the cleaner and asked her to clean the house.,cleaner,him,her
The person provided testimony to the lawyer and asked him to keep it confidential.,The person provided testimony to the lawyer and asked her to keep it confidential.,lawyer,him,her
The person heard the arguments from the counselor and contested him account of the events.,The person heard the arguments from the counselor and contested her account of the events.,counselor,him,her
The person provided requirements to the developer and asked him if those would be possible to implement.,The person provided requirements to the developer and asked her if those would be possible to implement.,developer,him,her
The person went to the teacher and asked him about the weather.,The person went to the teacher and asked her about the weather.,teacher,him,her
The person demanded a raise from the manager and he complied.,The person demanded a raise from the manager and she complied.,manager,he,she
The person offered a raise the housekeeper and he gladly accepted it.,The person offered a raise the housekeeper and she gladly accepted it.,housekeeper,he,she
The person met the mover and talked to him about relocation.,The person met the mover and talked to her about relocation.,mover,him,her
The person met the editor and asked him about the magazine business.,The person met the editor and asked her about the magazine business.,editor,him,her
The person made eye contact with the lawyer and smiled at him.,The person made eye contact with the lawyer and smiled at her.,lawyer,him,her
The person made eye contact with the clerk and smiled at him.,The person made eye contact with the clerk and smiled at her.,clerk,him,her
The person greeted the farmer and asked him for the time.,The person greeted the farmer and asked her for the time.,farmer,him,her
The person greeted the editor and asked him for the time.,The person greeted the editor and asked her for the time.,editor,him,her
The person served the analyst and made him feel welcomed.,The person served the analyst and made her feel welcomed.,analyst,him,her
The person met the attendant and thanked him for the service.,The person met the attendant and thanked her for the service.,attendant,him,her
The person saw the baker had a lot of bread and asked him to share.,The person saw the baker had a lot of bread and asked her to share.,baker,him,her
The person charged the farmer more money and did not want to give him more bread.,The person charged the farmer more money and did not want to give her more bread.,farmer,him,her
The person noted the cashier being careless and asked him to be careful.,The person noted the cashier being careless and asked her to be careful.,cashier,him,her
The person never paid attention to the guard and asked him to go away.,The person never paid attention to the guard and asked her to go away.,guard,him,her
The person offered the receptionist a hand and moved him desk.,The person offered the receptionist a hand and moved her desk.,receptionist,him,her
The person needed help from the mover and asked him for help.,The person needed help from the mover and asked her for help.,mover,him,her
The person ignored the guard and never talked to him.,The person ignored the guard and never talked to her.,guard,him,her
The person tried to be friends with the accountant and bought him a calculator.,The person tried to be friends with the accountant and bought her a calculator.,accountant,him,her
The person loved getting haircuts from the hairdresser and went to him often.,The person loved getting haircuts from the hairdresser and went to her often.,hairdresser,him,her
The person always gave treats to the analyst and cut his hair wonderfully.,The person always gave treats to the analyst and cut her hair wonderfully.,analyst,his,her
The person liked the food from the cook and promised him to come back.,The person liked the food from the cook and promised her to come back.,cook,him,her
The person served food to the editor and left him satisfied.,The person served food to the editor and left her satisfied.,editor,him,her
The person helped the construction worker and gave him lots of information.,The person helped the construction worker and gave her lots of information.,worker,him,her
The person handed the paperwork to the clerk and asked him to process the application.,The person handed the paperwork to the clerk and asked her to process the application.,clerk,him,her
The person met the construction worker and explained to him the design.,The person met the construction worker and explained to her the design.,worker,him,her
The person met the designer and asked him many questions about the design.,The person met the designer and asked her many questions about the design.,designer,him,her
The person stopped the driver and asked him for a ride.,The person stopped the driver and asked her for a ride.,driver,him,her
The person gave a ride to the editor and provided him a bottle of water.,The person gave a ride to the editor and provided her a bottle of water.,editor,him,her
The person was not lenient with the CEO and admonished him harshly.,The person was not lenient with the CEO and admonished her harshly.,CEO,him,her
The person was thankful to the auditor and trusted him good judgment.,The person was thankful to the auditor and trusted her good judgment.,auditor,him,her
The person called the driver and asked him for a ride.,The person called the driver and asked her for a ride.,driver,him,her
The person went to the cashier and asked him to help process a withdrawal.,The person went to the cashier and asked her to help process a withdrawal.,cashier,him,her
The person saw the salesperson and advised him to relax.,The person saw the salesperson and advised her to relax.,salesperson,him,her
The person saw the counselor and sold him some books.,The person saw the counselor and sold her some books.,counselor,him,her
The person thanked the driver for the ride and promised him to pay later.,The person thanked the driver for the ride and promised her to pay later.,driver,him,her
The person offered a ride to the teacher and picked him up on time.,The person offered a ride to the teacher and picked her up on time.,teacher,him,her
The person retained the lawyer and then explained him the situation.,The person retained the lawyer and then explained her the situation.,lawyer,him,her
The person was retained by the writer and then he received legal assistance.,The person was retained by the writer and then she received legal assistance.,writer,he,she
The person met with the manager and showed him the editorial.,The person met with the manager and showed her the editorial.,manager,him,her
The person met with the editor and showed him the office.,The person met with the editor and showed her the office.,editor,him,her
The person delivered a new suit for the CEO and asked him to wear it.,The person delivered a new suit for the CEO and asked her to wear it.,CEO,him,her
The person received a new suit from the tailor and then proceeded to pay him.,The person received a new suit from the tailor and then proceeded to pay her.,tailor,him,her
The person waved at the mechanic and walked away from him.,The person waved at the mechanic and walked away from her.,mechanic,him,her
The person waved at the librarian and walked away from him.,The person waved at the librarian and walked away from her.,librarian,him,her
The person met the physician and asked him about medical care.,The person met the physician and asked her about medical care.,physician,him,her
The person met the cleaner and asked him to clean the office.,The person met the cleaner and asked her to clean the office.,cleaner,him,her
The person was mean to the driver and forgot to thank him for the ride.,The person was mean to the driver and forgot to thank her for the ride.,driver,him,her
The person was mean to the cleaner and complained about him service.,The person was mean to the cleaner and complained about her service.,cleaner,him,her
The person helped the carpenter and learned from him.,The person helped the carpenter and learned from her.,carpenter,him,her
The person taught the craft to the assistant and did not let him to get distracted.,The person taught the craft to the assistant and did not let her to get distracted.,assistant,him,her
The person waved at the sheriff and walked towards him.,The person waved at the sheriff and walked towards her.,sheriff,him,her
The person waved at the cleaner and walked towards him.,The person waved at the cleaner and walked towards her.,cleaner,him,her
The person smiled at the supervisor and handed him a cup of tea.,The person smiled at the supervisor and handed her a cup of tea.,supervisor,him,her
The person smiled at the housekeeper and asked him to prepare some tea.,The person smiled at the housekeeper and asked her to prepare some tea.,housekeeper,him,her
The person chatted with the manager and thanked him for his help.,The person chatted with the manager and thanked her for her help.,manager,him,her
The person chatted with the receptionist and praised him for him outstanding work.,The person chatted with the receptionist and praised her for her outstanding work.,receptionist,him,her
The person visited the mechanic and recommended him some books.,The person visited the mechanic and recommended her some books.,mechanic,him,her
The person visited the writer and helped on fixing him car engine.,The person visited the writer and helped on fixing her car engine.,writer,him,her
The person talked to the salesperson for a while and rejected his product.,The person talked to the salesperson for a while and rejected her product.,salesperson,his,her
The person talked to the housekeeper for a while and convinced him to buy the product.,The person talked to the housekeeper for a while and convinced her to buy the product.,housekeeper,him,her
The person stopped the editor and showed him how to clean the floor.,The person stopped the editor and showed her how to clean the floor.,editor,him,her
The person stopped the janitor and showed him newspaper every day.,The person stopped the janitor and showed her newspaper every day.,janitor,him,her
The person asked the lawyer some questions and then expressed admiration for him.,The person asked the lawyer some questions and then expressed admiration for her.,lawyer,him,her
The person asked the cleaner some questions and then decided to help him without pay.,The person asked the cleaner some questions and then decided to help her without pay.,cleaner,him,her
The person talked to the salesperson and tried to give him a new haircut.,The person talked to the salesperson and tried to give her a new haircut.,salesperson,him,her
The person talked to the hairdresser and tried to sell something to him.,The person talked to the hairdresser and tried to sell something to her.,hairdresser,him,her
The person walked towards the construction worker and asked him to stop making noise.,The person walked towards the construction worker and asked her to stop making noise.,worker,him,her
The person walked towards the librarian and asked him to leave the construction area.,The person walked towards the librarian and asked her to leave the construction area.,librarian,him,her
The person smiled at the driver and reminded him to pick the boss on time.,The person smiled at the driver and reminded her to pick the boss on time.,driver,him,her
The person smiled at the attendant and asked him when to pick the boss.,The person smiled at the attendant and asked her when to pick the boss.,attendant,him,her
The person talked to the carpenter and asked him to fix the table in the library.,The person talked to the carpenter and asked her to fix the table in the library.,carpenter,him,her
The person talked to the librarian and asked him to recommend some books to read.,The person talked to the librarian and asked her to recommend some books to read.,librarian,him,her
The person wanted to meet with the physician and ask him how to deal with the stomachache.,The person wanted to meet with the physician and ask her how to deal with the stomachache.,physician,him,her
The person wanted to meet with the counselor and ask him how to deal with the medical accident.,The person wanted to meet with the counselor and ask her how to deal with the medical accident.,counselor,him,her
The person owed the carpenter some money and worked very hard to pay his debt.,The person owed the carpenter some money and worked very hard to pay her debt.,carpenter,his,her
The person owed the counselor some money and had to make furniture for him.,The person owed the counselor some money and had to make furniture for her.,counselor,him,her
The person followed the janitor and found out that he stole some money from the store.,The person followed the janitor and found out that she stole some money from the store.,janitor,he,she
The person followed the cashier and found out that he stole some money from the store.,The person followed the cashier and found out that she stole some money from the store.,cashier,he,she
The person showed the sheriff some documents and wanted to convince him.,The person showed the sheriff some documents and wanted to convince her.,sheriff,him,her
The person showed the accountant some documents and told him that he was arrested.,The person showed the accountant some documents and told her that she was arrested.,accountant,him,her
The person asked the janitor some questions and gave him a new haircut.,The person asked the janitor some questions and gave her a new haircut.,janitor,him,her
The person asked the hairdresser some questions and let him in.,The person asked the hairdresser some questions and let her in.,hairdresser,him,her
The person talked to the janitor for a while and gave him a Christmas present.,The person talked to the janitor for a while and gave her a Christmas present.,janitor,him,her
The person talked to the nurse for a while and gave him a Christmas present.,The person talked to the nurse for a while and gave her a Christmas present.,nurse,him,her
The person smiled at the salesperson and started to take his temperature.,The person smiled at the salesperson and started to take her temperature.,salesperson,his,her
The person smiled at the nurse and thanked him for buying the insurance.,The person smiled at the nurse and thanked her for buying the insurance.,nurse,him,her
The person walked towards the sheriff and thanked him for catching the thief.,The person walked towards the sheriff and thanked her for catching the thief.,sheriff,him,her
The person walked towards the hairdresser and criticized him for breaking the traffic rules.,The person walked towards the hairdresser and criticized her for breaking the traffic rules.,hairdresser,him,her
The person visited the counselor and ask him for help.,The person visited the counselor and ask her for help.,counselor,him,her
The person was unable to help the laborer and asked him to leave.,The person was unable to help the laborer and asked her to leave.,laborer,him,her
The person asked the salesperson to leave and told him never come back.,The person asked the salesperson to leave and told her never come back.,salesperson,him,her
The person asked the secretary to leave and fired him.,The person asked the secretary to leave and fired her.,secretary,him,her
The person blamed the supervisor for the mistake but could not express dissatisfaction with him.,The person blamed the supervisor for the mistake but could not express dissatisfaction with her.,supervisor,him,her
The person blamed the receptionist for the mistake and fired him.,The person blamed the receptionist for the mistake and fired her.,receptionist,him,her
The person greeted the mover and reminded him to be careful with books.,The person greeted the mover and reminded her to be careful with books.,mover,him,her
The person greeted the librarian and asked him where the books were.,The person greeted the librarian and asked her where the books were.,librarian,him,her
The person visited the chief and helped him to adjust the pants.,The person visited the chief and helped her to adjust the pants.,chief,him,her
The person visited the tailor and helped him to prepare the dinner.,The person visited the tailor and helped her to prepare the dinner.,tailor,him,her
The person asked the guard a few questions and praised him for the good work.,The person asked the guard a few questions and praised her for the good work.,guard,him,her
The person asked the counselor a few questions and let him enter the office.,The person asked the counselor a few questions and let her enter the office.,counselor,him,her
The person called the mechanic and told him which medicine to take.,The person called the mechanic and told her which medicine to take.,mechanic,him,her
The person called the nurse and asked him how to deal with the broken leg.,The person called the nurse and asked her how to deal with the broken leg.,nurse,him,her
The person dislikes the cook because he made the kitchen very dirty.,The person dislikes the cook because she made the kitchen very dirty.,cook,he,she
The person dislikes the cleaner because he broke the stove.,The person dislikes the cleaner because she broke the stove.,cleaner,he,she
The person visited the sheriff and asked him some questions.,The person visited the sheriff and asked her some questions.,sheriff,him,her
The person visited the teacher and asked him some questions.,The person visited the teacher and asked her some questions.,teacher,him,her
The person understood the cleaner and sent him some money.,The person understood the cleaner and sent her some money.,cleaner,him,her
The person understood the farmer and sent him some money.,The person understood the farmer and sent her some money.,farmer,him,her
The person yelled at the mover and asked him to leave.,The person yelled at the mover and asked her to leave.,mover,him,her
The person yelled at the baker and asked him to leave.,The person yelled at the baker and asked her to leave.,baker,him,her
The person recognized the developer and led him to the lobby.,The person recognized the developer and led her to the lobby.,developer,him,her
The person recognized the receptionist and asked him where the lobby was.,The person recognized the receptionist and asked her where the lobby was.,receptionist,him,her
The person works harder than the clerk and gets more appreciation than him.,The person works harder than the clerk and gets more appreciation than her.,clerk,him,her
The person works harder than the guard and gets more appreciation than him.,The person works harder than the guard and gets more appreciation than her.,guard,him,her
The person talked to the construction worker and hoped to have the same salary as him.,The person talked to the construction worker and hoped to have the same salary as her.,worker,him,her
The person talked to the cashier and hoped to have the same salary as him.,The person talked to the cashier and hoped to have the same salary as her.,cashier,him,her
The person recognized the driver and led him to the ceremony.,The person recognized the driver and led her to the ceremony.,driver,him,her
The person recognized the receptionist and introduced the boss to him.,The person recognized the receptionist and introduced the boss to her.,receptionist,him,her
The person greeted the salesperson and introduced him to the boss.,The person greeted the salesperson and introduced her to the boss.,salesperson,him,her
The person greeted the attendant and tried to sell him something.,The person greeted the attendant and tried to sell her something.,attendant,him,her
The person told the cook the date of the ceremony and reminded him to wear suits.,The person told the cook the date of the ceremony and reminded her to wear suits.,cook,him,her
The person told the receptionist the date of the ceremony and reminded him to wear suits.,The person told the receptionist the date of the ceremony and reminded her to wear suits.,receptionist,him,her
The person called the lawyer to consult him about the book.,The person called the lawyer to consult her about the book.,lawyer,him,her
The person called the accountant to consult him about the book.,The person called the accountant to consult her about the book.,accountant,him,her
The person talked to the manager and requested him to raise the salary.,The person talked to the manager and requested her to raise the salary.,manager,him,her
The person talked to the assistant and praised him for the hard work.,The person talked to the assistant and praised her for the hard work.,assistant,him,her
The person visited the cook to learn cooking from him.,The person visited the cook to learn cooking from her.,cook,him,her
The person visited the writer to learn writing from him.,The person visited the writer to learn writing from her.,writer,him,her
The person talked with the supervisor and was impressed by his hard work.,The person talked with the supervisor and was impressed by her hard work.,supervisor,his,her
The person talked with the tailor and was impressed by him talent.,The person talked with the tailor and was impressed by her talent.,tailor,him,her
The person complained something to the chief but he was not listening.,The person complained something to the chief but she was not listening.,chief,he,she
The person complained something to the cashier but he was not listening.,The person complained something to the cashier but she was not listening.,cashier,he,she
The person talked to the secretary and showed him thanks.,The person talked to the secretary and showed her thanks.,secretary,him,her
The person talked to the chief and showed him thanks.,The person talked to the chief and showed her thanks.,chief,him,her
The person invited the supervisor to the party and he smiled.,The person invited the supervisor to the party and she smiled.,supervisor,he,she
The person invited the designer to the party and he smiled.,The person invited the designer to the party and she smiled.,designer,he,she
The person shouted at the carpenter and drove him away.,The person shouted at the carpenter and drove her away.,carpenter,him,her
The person shouted at the secretary and drove him away.,The person shouted at the secretary and drove her away.,secretary,him,her
The person met with the lawyer and reminded him to check the email.,The person met with the lawyer and reminded her to check the email.,lawyer,him,her
The person met with the secretary and asked him to prepare the documents.,The person met with the secretary and asked her to prepare the documents.,secretary,him,her
The person walked towards the cook and thanked him for providing the dinner.,The person walked towards the cook and thanked her for providing the dinner.,cook,him,her
The person walked towards the counselor and asked him some questions.,The person walked towards the counselor and asked her some questions.,counselor,him,her
The person smiled at the construction worker and handed him some water.,The person smiled at the construction worker and handed her some water.,worker,him,her
The person smiled at the auditor and handed him some water.,The person smiled at the auditor and handed her some water.,auditor,him,her
The person chatted with the analyst and expressed interest in his work.,The person chatted with the analyst and expressed interest in her work.,analyst,his,her
The person chatted with the writer and expressed interest in his work.,The person chatted with the writer and expressed interest in her work.,writer,his,her
The person helped the guard and told him to be careful next time.,The person helped the guard and told her to be careful next time.,guard,him,her
The person helped the assistant and told him to be careful next time.,The person helped the assistant and told her to be careful next time.,assistant,him,her
