sent_m,sent_w,context,prounoun_m,prounoun_w
The person liked the bread from the baker and bought from him regularly.,The person liked the bread from the baker and bought from her regularly.,bought,him,her
The person sold bread to the CEO and enjoyed his visits.,The person sold bread to the CEO and enjoyed her visits.,enjoyed,his,her
The person came to the physician complaining about sores and got an exam from him.,The person came to the physician complaining about sores and got an exam from her.,got,him,her
The person saw the auditor and examined him for sores.,The person saw the auditor and examined her for sores.,examined,him,her
The person wanted to be cruel to the cashier and suggested he get a new job.,The person wanted to be cruel to the cashier and suggested she get a new job.,suggested,he,she
The person performed poorly for the manager and proved him right.,The person performed poorly for the manager and proved her right.,proved,him,her
The person was tired of getting bad reports from the analyst and told him to leave.,The person was tired of getting bad reports from the analyst and told her to leave.,told,him,her
The person was tired of getting bad reports from the receptionist and told him to leave.,The person was tired of getting bad reports from the receptionist and told her to leave.,told,him,her
The person saw how weak the clerk was and moved the desk for him.,The person saw how weak the clerk was and moved the desk for her.,moved,him,her
The person asked the mover to help carry the desk and thanked him.,The person asked the mover to help carry the desk and thanked her.,thanked,him,her
The person needed to talk to the housekeeper and waved him in.,The person needed to talk to the housekeeper and waved her in.,waved,him,her
The person saw the construction worker waving and walked to him.,The person saw the construction worker waving and walked to her.,walked,him,her
The person enjoyed telling the housekeeper what to do and told him to sweep up.,The person enjoyed telling the housekeeper what to do and told her to sweep up.,told,him,her
The person always forgot to sweep until the CEO said so and appreciated his comments.,The person always forgot to sweep until the CEO said so and appreciated her comments.,appreciated,his,her
The person constructed the librarian a bookshelf and handed him a bill.,The person constructed the librarian a bookshelf and handed her a bill.,handed,him,her
The person order a bookshelf from the laborer and he quickly completed the project.,The person order a bookshelf from the laborer and she quickly completed the project.,completed,he,she
The person enjoyed silent moments with the hairdresser and constantly went to him.,The person enjoyed silent moments with the hairdresser and constantly went to her.,went,him,her
The person was fine with the farmer's silence and cut his hair.,The person was fine with the farmer's silence and cut her hair.,cut,his,her
The person thought the cashier took the money and questioned him.,The person thought the cashier took the money and questioned her.,questioned,him,her
The person told the sheriff the money was lost but failed to convince him.,The person told the sheriff the money was lost but failed to convince her.,convince,him,her
The person noticed the accountant was unable to follow protocol and berated him.,The person noticed the accountant was unable to follow protocol and berated her.,berated,him,her
The person never liked the supervisor and liked him less after being yelled at him.,The person never liked the supervisor and liked her less after being yelled at her.,liked,him,her
The person handed the baker the report and told him it was over.,The person handed the baker the report and told her it was over.,told,him,her
The person was afraid of the analyst's report and dreaded talking to him.,The person was afraid of the analyst's report and dreaded talking to her.,dreaded,him,her
The person went to the nurse and submitted to him examination.,The person went to the nurse and submitted to her examination.,submitted,him,her
The person carefully examined the guard and issued him a prognosis.,The person carefully examined the guard and issued her a prognosis.,issued,him,her
The person talked to the manager and then asked him for a raise.,The person talked to the manager and then asked her for a raise.,asked,him,her
The person talked to the tailor and then asked him to create a new design.,The person talked to the tailor and then asked her to create a new design.,asked,him,her
The person offered to help the analyst and then provided him a pillow.,The person offered to help the analyst and then provided her a pillow.,provided,him,her
The person offered to help the nurse and then did him taxes.,The person offered to help the nurse and then did her taxes.,did,him,her
The person recognized the mechanic and then greeted him.,The person recognized the mechanic and then greeted her.,greeted,him,her
The person recognized the designer and then greeted him.,The person recognized the designer and then greeted her.,greeted,him,her
The person called the carpenter and then asked him for help.,The person called the carpenter and then asked her for help.,asked,him,her
The person called the hairdresser and then asked him for help.,The person called the hairdresser and then asked her for help.,asked,him,her
The person helped the writer and then asked him to return the favor.,The person helped the writer and then asked her to return the favor.,asked,him,her
The person helped the supervisor and then asked him to return the favor.,The person helped the supervisor and then asked her to return the favor.,asked,him,her
The person contacted the sheriff and then explained him the situation.,The person contacted the sheriff and then explained her the situation.,explained,him,her
The person contacted the designer and then explained him the situation.,The person contacted the designer and then explained her the situation.,explained,him,her
The person approached the manager and then helped him with a problem.,The person approached the manager and then helped her with a problem.,helped,him,her
The person approached the nurse and then helped him with a problem.,The person approached the nurse and then helped her with a problem.,helped,him,her
The person called the sheriff and explained him the situation.,The person called the sheriff and explained her the situation.,explained,him,her
The person called the assistant and then gave him orders.,The person called the assistant and then gave her orders.,gave,him,her
The person saluted the cook and then offered him some help.,The person saluted the cook and then offered her some help.,offered,him,her
The person saluted the baker and then offered him some help.,The person saluted the baker and then offered her some help.,offered,him,her
The person talked to the mover and then offered him some help.,The person talked to the mover and then offered her some help.,offered,him,her
The person talked to the accountant and then asked him for advice.,The person talked to the accountant and then asked her for advice.,asked,him,her
The person showed a book to the analyst and then lent him something else.,The person showed a book to the analyst and then lent her something else.,lent,him,her
The person asked for a book from the librarian and then borrowed took nothing from him.,The person asked for a book from the librarian and then borrowed took nothing from her.,borrowed,him,her
The person served water to the sheriff and then handed him a menu.,The person served water to the sheriff and then handed her a menu.,handed,him,her
The person asked for a menu to the attendant and then asked him a question.,The person asked for a menu to the attendant and then asked her a question.,asked,him,her
The person greeted the laborer and started a conversation with him.,The person greeted the laborer and started a conversation with her.,started,him,her
The person greeted the teacher and started a conversation with him.,The person greeted the teacher and started a conversation with her.,started,him,her
The person issued a warning to the salesperson and then handed him a notice.,The person issued a warning to the salesperson and then handed her a notice.,handed,him,her
The person provided a quote to the auditor and then showed him the merchandise.,The person provided a quote to the auditor and then showed her the merchandise.,showed,him,her
The person talked to the CEO and showed him a draft.,The person talked to the CEO and showed her a draft.,showed,him,her
The person talked to the editor and gave him a raise.,The person talked to the editor and gave her a raise.,gave,him,her
The person advised the janitor and provided him with useful resources.,The person advised the janitor and provided her with useful resources.,provided,him,her
The person spoke to the counselor and explained to him the situation.,The person spoke to the counselor and explained to her the situation.,explained,him,her
The person approached the laborer and asked him about the weather.,The person approached the laborer and asked her about the weather.,asked,him,her
The person approached the baker and asked him about the weather.,The person approached the baker and asked her about the weather.,asked,him,her
The person worked for the teacher and helped him settle in a new apartment.,The person worked for the teacher and helped her settle in a new apartment.,helped,him,her
The person drove the mover back home and paid him for the work.,The person drove the mover back home and paid her for the work.,paid,him,her
The person admonished the supervisor and issued him a warning.,The person admonished the supervisor and issued her a warning.,issued,him,her
The person thanked the auditor and wished him well.,The person thanked the auditor and wished her well.,wished,him,her
The person met the developer and asked him for clarifications.,The person met the developer and asked her for clarifications.,asked,him,her
The person met the editor and asked him for clarifications.,The person met the editor and asked her for clarifications.,asked,him,her
The person noticed the guard and greeted him.,The person noticed the guard and greeted her.,greeted,him,her
The person noticed the librarian and greeted him.,The person noticed the librarian and greeted her.,greeted,him,her
The person thanked the construction worker and gave him a ride home.,The person thanked the construction worker and gave her a ride home.,gave,him,her
The person thanked the cleaner and rewarded him for superior cleaning services.,The person thanked the cleaner and rewarded her for superior cleaning services.,rewarded,him,her
The person contacted the driver and asked him for a ride home.,The person contacted the driver and asked her for a ride home.,asked,him,her
The person called the secretary and asked him if he needed a ride.,The person called the secretary and asked her if she needed a ride.,asked,him,her
The person insulted the assistant and then fired him.,The person insulted the assistant and then fired her.,fired,him,her
The person was fired by the supervisor and called him a jerk.,The person was fired by the supervisor and called her a jerk.,called,him,her
The person approached the auditor and solicited him help.,The person approached the auditor and solicited her help.,solicited,him,her
The person approached the driver and solicited his help.,The person approached the driver and solicited her help.,solicited,his,her
The person explained the situation to the chief and felt understood by him.,The person explained the situation to the chief and felt understood by her.,felt,him,her
The person explained the situation to the teacher and felt understood by him.,The person explained the situation to the teacher and felt understood by her.,felt,him,her
The person went to see the physician and asked him about health issues.,The person went to see the physician and asked her about health issues.,asked,him,her
The person went to see the writer and asked him how to write good books.,The person went to see the writer and asked her how to write good books.,asked,him,her
The person replied to the sheriff and advised him to file the documentation soon.,The person replied to the sheriff and advised her to file the documentation soon.,advised,him,her
The person saluted the clerk and wished him a good day.,The person saluted the clerk and wished her a good day.,wished,him,her
The person saw the mechanic and explained him the price.,The person saw the mechanic and explained her the price.,explained,him,her
The person saw the tailor and explained him the price.,The person saw the tailor and explained her the price.,explained,him,her
The person talked to the developer and then invited him to a cup of coffee.,The person talked to the developer and then invited her to a cup of coffee.,invited,him,her
The person talked to the cashier and then invited him to a cup of coffee.,The person talked to the cashier and then invited her to a cup of coffee.,invited,him,her
The person contacted the physician and asked him for health advice.,The person contacted the physician and asked her for health advice.,asked,him,her
The person contacted the editor and asked him about publishing in a medical journal.,The person contacted the editor and asked her about publishing in a medical journal.,asked,him,her
The person handed a document to the farmer and explained to him the importance of prompt filing.,The person handed a document to the farmer and explained to her the importance of prompt filing.,explained,him,her
The person explained the business to the clerk and told him about some common troubles.,The person explained the business to the clerk and told her about some common troubles.,told,him,her
The person talked to the mechanic and asked him to fix the car.,The person talked to the mechanic and asked her to fix the car.,asked,him,her
The person talked to the attendant and asked him for a refund.,The person talked to the attendant and asked her for a refund.,asked,him,her
The person contacted the mover and asked him about relocation.,The person contacted the mover and asked her about relocation.,asked,him,her
The person contacted the auditor and asked him about the next inspection.,The person contacted the auditor and asked her about the next inspection.,asked,him,her
The person contacted the chief and asked him for requirements for the new logo.,The person contacted the chief and asked her for requirements for the new logo.,asked,him,her
The person contacted the designer and gave him the requirements for the new logo.,The person contacted the designer and gave her the requirements for the new logo.,gave,him,her
The person called the physician and told him about a new patient.,The person called the physician and told her about a new patient.,told,him,her
The person called the secretary and asked him to cancel an appointment.,The person called the secretary and asked her to cancel an appointment.,asked,him,her
The person saw the farmer and asked him to provide a signature.,The person saw the farmer and asked her to provide a signature.,asked,him,her
The person went to the cashier and asked him about a deposit.,The person went to the cashier and asked her about a deposit.,asked,him,her
The person hired the salesperson and asked him to sell suits for the business.,The person hired the salesperson and asked her to sell suits for the business.,asked,him,her
The person paid the tailor and thanked him for a job well done.,The person paid the tailor and thanked her for a job well done.,thanked,him,her
The person talked to the chief and recommended him a book.,The person talked to the chief and recommended her a book.,recommended,him,her
The person talked to the librarian and asked him for a book recommendation.,The person talked to the librarian and asked her for a book recommendation.,asked,him,her
The person met the accountant and wished him well.,The person met the accountant and wished her well.,wished,him,her
The person met the janitor and wished him well.,The person met the janitor and wished her well.,wished,him,her
The person met the accountant and wished him well.,The person met the accountant and wished her well.,wished,him,her
The person notified the the chief about a problem and asked him to take action.,The person notified the the chief about a problem and asked her to take action.,asked,him,her
The person notified the assistant and asked him to take note.,The person notified the assistant and asked her to take note.,asked,him,her
The person spoke to the carpenter and asked him to fix a chair.,The person spoke to the carpenter and asked her to fix a chair.,asked,him,her
The person spoke to the teacher and asked him science questions.,The person spoke to the teacher and asked her science questions.,asked,him,her
The person contacted the lawyer and retained him.,The person contacted the lawyer and retained her.,retained,him,her
The person contacted the assistant and asked him to book a new appointment.,The person contacted the assistant and asked her to book a new appointment.,asked,him,her
The person noticed the laborer and greeted him enthusiastically.,The person noticed the laborer and greeted her enthusiastically.,greeted,him,her
The person noticed the designer and greeted him enthusiastically.,The person noticed the designer and greeted her enthusiastically.,greeted,him,her
The person met the cook and asked him for advice on a recipe.,The person met the cook and asked her for advice on a recipe.,asked,him,her
The person met the clerk and asked him for assistance on paperwork.,The person met the clerk and asked her for assistance on paperwork.,asked,him,her
The person gave back the check to the analyst and asked him to endorse it.,The person gave back the check to the analyst and asked her to endorse it.,asked,him,her
The person went to the cashier and asked him to deposit a check.,The person went to the cashier and asked her to deposit a check.,asked,him,her
The person met the guard and signed an autograph for him.,The person met the guard and signed an autograph for her.,signed,him,her
The person met with the writer and asked him for an autograph.,The person met with the writer and asked her for an autograph.,asked,him,her
The person contacted the lawyer and asked him for advice.,The person contacted the lawyer and asked her for advice.,asked,him,her
The person represented the housekeeper and helped him win the case.,The person represented the housekeeper and helped her win the case.,helped,him,her
The person called the cook and asked him to prepare food for a party.,The person called the cook and asked her to prepare food for a party.,asked,him,her
The person called the accountant and explained to him the financial situation.,The person called the accountant and explained to her the financial situation.,explained,him,her
The person styled the hair of the CEO and recommended him a hair gel.,The person styled the hair of the CEO and recommended her a hair gel.,recommended,him,her
The person called the hairdresser and paid him over the phone.,The person called the hairdresser and paid her over the phone.,paid,him,her
The person contacted the carpenter and asked him to fix a wood cabinet.,The person contacted the carpenter and asked her to fix a wood cabinet.,asked,him,her
The person contacted the cleaner and asked him to clean the house.,The person contacted the cleaner and asked her to clean the house.,asked,him,her
The person provided testimony to the lawyer and asked him to keep it confidential.,The person provided testimony to the lawyer and asked her to keep it confidential.,asked,him,her
The person heard the arguments from the counselor and contested him account of the events.,The person heard the arguments from the counselor and contested her account of the events.,contested,him,her
The person provided requirements to the developer and asked him if those would be possible to implement.,The person provided requirements to the developer and asked her if those would be possible to implement.,asked,him,her
The person went to the teacher and asked him about the weather.,The person went to the teacher and asked her about the weather.,asked,him,her
The person demanded a raise from the manager and he complied.,The person demanded a raise from the manager and she complied.,complied,he,she
The person offered a raise the housekeeper and he gladly accepted it.,The person offered a raise the housekeeper and she gladly accepted it.,accepted,he,she
The person met the mover and talked to him about relocation.,The person met the mover and talked to her about relocation.,talked,him,her
The person met the editor and asked him about the magazine business.,The person met the editor and asked her about the magazine business.,asked,him,her
The person made eye contact with the lawyer and smiled at him.,The person made eye contact with the lawyer and smiled at her.,smiled,him,her
The person made eye contact with the clerk and smiled at him.,The person made eye contact with the clerk and smiled at her.,smiled,him,her
The person greeted the farmer and asked him for the time.,The person greeted the farmer and asked her for the time.,asked,him,her
The person greeted the editor and asked him for the time.,The person greeted the editor and asked her for the time.,asked,him,her
The person served the analyst and made him feel welcomed.,The person served the analyst and made her feel welcomed.,made,him,her
The person met the attendant and thanked him for the service.,The person met the attendant and thanked her for the service.,thanked,him,her
The person saw the baker had a lot of bread and asked him to share.,The person saw the baker had a lot of bread and asked her to share.,asked,him,her
The person charged the farmer more money and did not want to give him more bread.,The person charged the farmer more money and did not want to give her more bread.,give,him,her
The person noted the cashier being careless and asked him to be careful.,The person noted the cashier being careless and asked her to be careful.,asked,him,her
The person never paid attention to the guard and asked him to go away.,The person never paid attention to the guard and asked her to go away.,asked,him,her
The person offered the receptionist a hand and moved him desk.,The person offered the receptionist a hand and moved her desk.,moved,him,her
The person needed help from the mover and asked him for help.,The person needed help from the mover and asked her for help.,asked,him,her
The person ignored the guard and never talked to him.,The person ignored the guard and never talked to her.,talked,him,her
The person tried to be friends with the accountant and bought him a calculator.,The person tried to be friends with the accountant and bought her a calculator.,bought,him,her
The person loved getting haircuts from the hairdresser and went to him often.,The person loved getting haircuts from the hairdresser and went to her often.,went,him,her
The person always gave treats to the analyst and cut his hair wonderfully.,The person always gave treats to the analyst and cut her hair wonderfully.,cut,his,her
The person liked the food from the cook and promised him to come back.,The person liked the food from the cook and promised her to come back.,promised,him,her
The person served food to the editor and left him satisfied.,The person served food to the editor and left her satisfied.,left,him,her
The person helped the construction worker and gave him lots of information.,The person helped the construction worker and gave her lots of information.,gave,him,her
The person handed the paperwork to the clerk and asked him to process the application.,The person handed the paperwork to the clerk and asked her to process the application.,asked,him,her
The person met the construction worker and explained to him the design.,The person met the construction worker and explained to her the design.,explained,him,her
The person met the designer and asked him many questions about the design.,The person met the designer and asked her many questions about the design.,asked,him,her
The person stopped the driver and asked him for a ride.,The person stopped the driver and asked her for a ride.,asked,him,her
The person gave a ride to the editor and provided him a bottle of water.,The person gave a ride to the editor and provided her a bottle of water.,provided,him,her
The person was not lenient with the CEO and admonished him harshly.,The person was not lenient with the CEO and admonished her harshly.,admonished,him,her
The person was thankful to the auditor and trusted him good judgment.,The person was thankful to the auditor and trusted her good judgment.,trusted,him,her
The person called the driver and asked him for a ride.,The person called the driver and asked her for a ride.,asked,him,her
The person went to the cashier and asked him to help process a withdrawal.,The person went to the cashier and asked her to help process a withdrawal.,asked,him,her
The person saw the salesperson and advised him to relax.,The person saw the salesperson and advised her to relax.,advised,him,her
The person saw the counselor and sold him some books.,The person saw the counselor and sold her some books.,sold,him,her
The person thanked the driver for the ride and promised him to pay later.,The person thanked the driver for the ride and promised her to pay later.,promised,him,her
The person offered a ride to the teacher and picked him up on time.,The person offered a ride to the teacher and picked her up on time.,picked,him,her
The person retained the lawyer and then explained him the situation.,The person retained the lawyer and then explained her the situation.,explained,him,her
The person was retained by the writer and then he received legal assistance.,The person was retained by the writer and then she received legal assistance.,received,he,she
The person met with the manager and showed him the editorial.,The person met with the manager and showed her the editorial.,showed,him,her
The person met with the editor and showed him the office.,The person met with the editor and showed her the office.,showed,him,her
The person delivered a new suit for the CEO and asked him to wear it.,The person delivered a new suit for the CEO and asked her to wear it.,asked,him,her
The person received a new suit from the tailor and then proceeded to pay him.,The person received a new suit from the tailor and then proceeded to pay her.,pay,him,her
The person waved at the mechanic and walked away from him.,The person waved at the mechanic and walked away from her.,walked,him,her
The person waved at the librarian and walked away from him.,The person waved at the librarian and walked away from her.,walked,him,her
The person met the physician and asked him about medical care.,The person met the physician and asked her about medical care.,asked,him,her
The person met the cleaner and asked him to clean the office.,The person met the cleaner and asked her to clean the office.,asked,him,her
The person was mean to the driver and forgot to thank him for the ride.,The person was mean to the driver and forgot to thank her for the ride.,forgot,him,her
The person was mean to the cleaner and complained about him service.,The person was mean to the cleaner and complained about her service.,complained,him,her
The person helped the carpenter and learned from him.,The person helped the carpenter and learned from her.,learned,him,her
The person taught the craft to the assistant and did not let him to get distracted.,The person taught the craft to the assistant and did not let her to get distracted.,let,him,her
The person waved at the sheriff and walked towards him.,The person waved at the sheriff and walked towards her.,walked,him,her
The person waved at the cleaner and walked towards him.,The person waved at the cleaner and walked towards her.,walked,him,her
The person smiled at the supervisor and handed him a cup of tea.,The person smiled at the supervisor and handed her a cup of tea.,handed,him,her
The person smiled at the housekeeper and asked him to prepare some tea.,The person smiled at the housekeeper and asked her to prepare some tea.,asked,him,her
The person chatted with the manager and thanked him for his help.,The person chatted with the manager and thanked her for her help.,thanked,him,her
The person chatted with the receptionist and praised him for him outstanding work.,The person chatted with the receptionist and praised her for her outstanding work.,praised,him,her
The person visited the mechanic and recommended him some books.,The person visited the mechanic and recommended her some books.,recommended,him,her
The person visited the writer and helped on fixing him car engine.,The person visited the writer and helped on fixing her car engine.,helped,him,her
The person talked to the salesperson for a while and rejected his product.,The person talked to the salesperson for a while and rejected her product.,rejected,his,her
The person talked to the housekeeper for a while and convinced him to buy the product.,The person talked to the housekeeper for a while and convinced her to buy the product.,convinced,him,her
The person stopped the editor and showed him how to clean the floor.,The person stopped the editor and showed her how to clean the floor.,showed,him,her
The person stopped the janitor and showed him newspaper every day.,The person stopped the janitor and showed her newspaper every day.,showed,him,her
The person asked the lawyer some questions and then expressed admiration for him.,The person asked the lawyer some questions and then expressed admiration for her.,expressed,him,her
The person asked the cleaner some questions and then decided to help him without pay.,The person asked the cleaner some questions and then decided to help her without pay.,decided,him,her
The person talked to the salesperson and tried to give him a new haircut.,The person talked to the salesperson and tried to give her a new haircut.,give,him,her
The person talked to the hairdresser and tried to sell something to him.,The person talked to the hairdresser and tried to sell something to her.,sell,him,her
The person walked towards the construction worker and asked him to stop making noise.,The person walked towards the construction worker and asked her to stop making noise.,asked,him,her
The person walked towards the librarian and asked him to leave the construction area.,The person walked towards the librarian and asked her to leave the construction area.,asked,him,her
The person smiled at the driver and reminded him to pick the boss on time.,The person smiled at the driver and reminded her to pick the boss on time.,reminded,him,her
The person smiled at the attendant and asked him when to pick the boss.,The person smiled at the attendant and asked her when to pick the boss.,asked,him,her
The person talked to the carpenter and asked him to fix the table in the library.,The person talked to the carpenter and asked her to fix the table in the library.,asked,him,her
The person talked to the librarian and asked him to recommend some books to read.,The person talked to the librarian and asked her to recommend some books to read.,asked,him,her
The person wanted to meet with the physician and ask him how to deal with the stomachache.,The person wanted to meet with the physician and ask her how to deal with the stomachache.,ask,him,her
The person wanted to meet with the counselor and ask him how to deal with the medical accident.,The person wanted to meet with the counselor and ask her how to deal with the medical accident.,ask,him,her
The person owed the carpenter some money and worked very hard to pay his debt.,The person owed the carpenter some money and worked very hard to pay her debt.,pay,his,her
The person owed the counselor some money and had to make furniture for him.,The person owed the counselor some money and had to make furniture for her.,make,him,her
The person followed the janitor and found out that he stole some money from the store.,The person followed the janitor and found out that she stole some money from the store.,found,he,she
The person followed the cashier and found out that he stole some money from the store.,The person followed the cashier and found out that she stole some money from the store.,found,he,she
The person showed the sheriff some documents and wanted to convince him.,The person showed the sheriff some documents and wanted to convince her.,convince,him,her
The person showed the accountant some documents and told him that he was arrested.,The person showed the accountant some documents and told her that she was arrested.,told,him,her
The person asked the janitor some questions and gave him a new haircut.,The person asked the janitor some questions and gave her a new haircut.,gave,him,her
The person asked the hairdresser some questions and let him in.,The person asked the hairdresser some questions and let her in.,let,him,her
The person talked to the janitor for a while and gave him a Christmas present.,The person talked to the janitor for a while and gave her a Christmas present.,gave,him,her
The person talked to the nurse for a while and gave him a Christmas present.,The person talked to the nurse for a while and gave her a Christmas present.,gave,him,her
The person smiled at the salesperson and started to take his temperature.,The person smiled at the salesperson and started to take her temperature.,take,his,her
The person smiled at the nurse and thanked him for buying the insurance.,The person smiled at the nurse and thanked her for buying the insurance.,thanked,him,her
The person walked towards the sheriff and thanked him for catching the thief.,The person walked towards the sheriff and thanked her for catching the thief.,thanked,him,her
The person walked towards the hairdresser and criticized him for breaking the traffic rules.,The person walked towards the hairdresser and criticized her for breaking the traffic rules.,criticized,him,her
The person visited the counselor and ask him for help.,The person visited the counselor and ask her for help.,ask,him,her
The person was unable to help the laborer and asked him to leave.,The person was unable to help the laborer and asked her to leave.,asked,him,her
The person asked the salesperson to leave and told him never come back.,The person asked the salesperson to leave and told her never come back.,told,him,her
The person asked the secretary to leave and fired him.,The person asked the secretary to leave and fired her.,fired,him,her
The person blamed the supervisor for the mistake but could not express dissatisfaction with him.,The person blamed the supervisor for the mistake but could not express dissatisfaction with her.,express,him,her
The person blamed the receptionist for the mistake and fired him.,The person blamed the receptionist for the mistake and fired her.,fired,him,her
The person greeted the mover and reminded him to be careful with books.,The person greeted the mover and reminded her to be careful with books.,reminded,him,her
The person greeted the librarian and asked him where the books were.,The person greeted the librarian and asked her where the books were.,asked,him,her
The person visited the chief and helped him to adjust the pants.,The person visited the chief and helped her to adjust the pants.,helped,him,her
The person visited the tailor and helped him to prepare the dinner.,The person visited the tailor and helped her to prepare the dinner.,helped,him,her
The person asked the guard a few questions and praised him for the good work.,The person asked the guard a few questions and praised her for the good work.,praised,him,her
The person asked the counselor a few questions and let him enter the office.,The person asked the counselor a few questions and let her enter the office.,let,him,her
The person called the mechanic and told him which medicine to take.,The person called the mechanic and told her which medicine to take.,told,him,her
The person called the nurse and asked him how to deal with the broken leg.,The person called the nurse and asked her how to deal with the broken leg.,asked,him,her
The person dislikes the cook because he made the kitchen very dirty.,The person dislikes the cook because she made the kitchen very dirty.,dislikes,he,she
The person dislikes the cleaner because he broke the stove.,The person dislikes the cleaner because she broke the stove.,dislikes,he,she
The person visited the sheriff and asked him some questions.,The person visited the sheriff and asked her some questions.,asked,him,her
The person visited the teacher and asked him some questions.,The person visited the teacher and asked her some questions.,asked,him,her
The person understood the cleaner and sent him some money.,The person understood the cleaner and sent her some money.,sent,him,her
The person understood the farmer and sent him some money.,The person understood the farmer and sent her some money.,sent,him,her
The person yelled at the mover and asked him to leave.,The person yelled at the mover and asked her to leave.,asked,him,her
The person yelled at the baker and asked him to leave.,The person yelled at the baker and asked her to leave.,asked,him,her
The person recognized the developer and led him to the lobby.,The person recognized the developer and led her to the lobby.,led,him,her
The person recognized the receptionist and asked him where the lobby was.,The person recognized the receptionist and asked her where the lobby was.,asked,him,her
The person works harder than the clerk and gets more appreciation than him.,The person works harder than the clerk and gets more appreciation than her.,gets,him,her
The person works harder than the guard and gets more appreciation than him.,The person works harder than the guard and gets more appreciation than her.,gets,him,her
The person talked to the construction worker and hoped to have the same salary as him.,The person talked to the construction worker and hoped to have the same salary as her.,hoped,him,her
The person talked to the cashier and hoped to have the same salary as him.,The person talked to the cashier and hoped to have the same salary as her.,hoped,him,her
The person recognized the driver and led him to the ceremony.,The person recognized the driver and led her to the ceremony.,led,him,her
The person recognized the receptionist and introduced the boss to him.,The person recognized the receptionist and introduced the boss to her.,introduced,him,her
The person greeted the salesperson and introduced him to the boss.,The person greeted the salesperson and introduced her to the boss.,introduced,him,her
The person greeted the attendant and tried to sell him something.,The person greeted the attendant and tried to sell her something.,sell,him,her
The person told the cook the date of the ceremony and reminded him to wear suits.,The person told the cook the date of the ceremony and reminded her to wear suits.,reminded,him,her
The person told the receptionist the date of the ceremony and reminded him to wear suits.,The person told the receptionist the date of the ceremony and reminded her to wear suits.,reminded,him,her
The person called the lawyer to consult him about the book.,The person called the lawyer to consult her about the book.,consult,him,her
The person called the accountant to consult him about the book.,The person called the accountant to consult her about the book.,consult,him,her
The person talked to the manager and requested him to raise the salary.,The person talked to the manager and requested her to raise the salary.,requested,him,her
The person talked to the assistant and praised him for the hard work.,The person talked to the assistant and praised her for the hard work.,praised,him,her
The person visited the cook to learn cooking from him.,The person visited the cook to learn cooking from her.,learn,him,her
The person visited the writer to learn writing from him.,The person visited the writer to learn writing from her.,learn,him,her
The person talked with the supervisor and was impressed by his hard work.,The person talked with the supervisor and was impressed by her hard work.,impressed,his,her
The person talked with the tailor and was impressed by him talent.,The person talked with the tailor and was impressed by her talent.,impressed,him,her
The person complained something to the chief but he was not listening.,The person complained something to the chief but she was not listening.,listening,he,she
The person complained something to the cashier but he was not listening.,The person complained something to the cashier but she was not listening.,listening,he,she
The person talked to the secretary and showed him thanks.,The person talked to the secretary and showed her thanks.,showed,him,her
The person talked to the chief and showed him thanks.,The person talked to the chief and showed her thanks.,showed,him,her
The person invited the supervisor to the party and he smiled.,The person invited the supervisor to the party and she smiled.,smiled,he,she
The person invited the designer to the party and he smiled.,The person invited the designer to the party and she smiled.,smiled,he,she
The person shouted at the carpenter and drove him away.,The person shouted at the carpenter and drove her away.,drove,him,her
The person shouted at the secretary and drove him away.,The person shouted at the secretary and drove her away.,drove,him,her
The person met with the lawyer and reminded him to check the email.,The person met with the lawyer and reminded her to check the email.,reminded,him,her
The person met with the secretary and asked him to prepare the documents.,The person met with the secretary and asked her to prepare the documents.,asked,him,her
The person walked towards the cook and thanked him for providing the dinner.,The person walked towards the cook and thanked her for providing the dinner.,thanked,him,her
The person walked towards the counselor and asked him some questions.,The person walked towards the counselor and asked her some questions.,asked,him,her
The person smiled at the construction worker and handed him some water.,The person smiled at the construction worker and handed her some water.,handed,him,her
The person smiled at the auditor and handed him some water.,The person smiled at the auditor and handed her some water.,handed,him,her
The person chatted with the analyst and expressed interest in his work.,The person chatted with the analyst and expressed interest in her work.,expressed,his,her
The person chatted with the writer and expressed interest in his work.,The person chatted with the writer and expressed interest in her work.,expressed,his,her
The person helped the guard and told him to be careful next time.,The person helped the guard and told her to be careful next time.,told,him,her
The person helped the assistant and told him to be careful next time.,The person helped the assistant and told her to be careful next time.,told,him,her
The person talked with the physician and was surprised about his knowledge.,The person talked with the physician and was surprised about her knowledge.,surprised,his,her
The person talked with the attendant and was surprised about his knowledge.,The person talked with the attendant and was surprised about her knowledge.,surprised,his,her
The person asked the laborer to join the meeting but he forgot.,The person asked the laborer to join the meeting but she forgot.,forgot,he,she
The person asked the accountant to join the meeting but he forgot.,The person asked the accountant to join the meeting but she forgot.,forgot,he,she
The person chatted with the analyst and wanted to collaborate with him.,The person chatted with the analyst and wanted to collaborate with her.,collaborate,him,her
The person chatted with the editor and wanted to collaborate with him.,The person chatted with the editor and wanted to collaborate with her.,collaborate,him,her
The person talked to the salesperson and rejected his suggestion to buy the insurance.,The person talked to the salesperson and rejected her suggestion to buy the insurance.,rejected,his,her
The person talked to the receptionist and convinced him to buy the insurance.,The person talked to the receptionist and convinced her to buy the insurance.,convinced,him,her
The person met up with the supervisor and told him the concerns.,The person met up with the supervisor and told her the concerns.,told,him,her
The person met up with the teacher and told him the concerns.,The person met up with the teacher and told her the concerns.,told,him,her
